NAME,DETAIL,PHONE,ADDR1,ZIP,BORO,X,Y,EMAIL,WEBSITE
"Yeled V'Yalda ECC, Inc.",,718-514-8980,600 McDonald Avenue,11218,Brooklyn,989993,172288,nauerbach@yeled.org,https://yeled.org
Shalva UPK I,,718-438-0060,1462 62 Street,11219,Brooklyn,986780,170117,upk@bobovschool.com,
"Yeled V'Yalda ECC, Inc.",,718-854-6922,1349/53 50 Street,11219,Brooklyn,986692,170199,dbodenstein@yeled.org,https://yeled.org
Brooklyn Chinese American Association,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-438-0008,812 54 Street,11220,Brooklyn,982644,171900,upk@bca.net,www.bca.net
Beth Jacob Day Care Center,,718-435-5755,1363 46 Street,11219,Brooklyn,987427,170925,bydcc@hotmail.com,
"BROOKLYN CHILD CARE, INC.",,718-630-2831,800 Poly Place,11209,Brooklyn,977227,161359,tanya.lipkin@va.gov,https://www.nyharbor.va.gov/services/Daycare_BCCI.asp
Georgia L. Mcmurray Bat Kids Center,,718-567-0818,140 58 Street,11220,Brooklyn,977969,174172,glmbatkids@yahoo.com,
Mother Love,,718-853-1408,1681 49 Street,11204,Brooklyn,988846,168799,motherslove@earthlink.net,
NYL - William O'Connor,,718-680-9751,420 95 Street,11209,Brooklyn,975747,163419,mary.olsen@yai.org,
OUR SAVIOUR'S LUTHERAN PRESCHOOL,,718-.74-0020,414 80 Street,11209,Brooklyn,976961,167660,OSLPreschool@oslp.nyc,oslp.nyc
Smart Start Early Childhood Center,,718-921-1868,8411 Fort Hamilton Parkway,11209,Brooklyn,977839,165548,smartstart@verizon.net,https://Smartstartecc.com
"STAR AMERICA, INC.",,718-431-2545,880 60 Street,11220,Brooklyn,982127,170308,starbrooklyn880@yahoo.com,https://www.facebook.com/StarAmerica/
"Tiny Tots Playhouse, LLC",,718-745-4509,243 88 Street,11209,Brooklyn,975123,166067,tinytotplayhouse@aol.com,www.tinytotsplayhouse.wix.com/tinytots
"Long Xing Day Care Center, Inc.",,718-238-8868,762 59 Street,11220,Brooklyn,981515,171211,longxingdcc@gmail.com,N/A
Gan Yisroel,,718-853-9853,3909 15 Avenue,11218,Brooklyn,989272,171548,ll@ganyisroel.org,LL@gnayisroel.org
Brooklyn Chinese American Association,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,347-713-1632,6409 20 Avenue,11204,Brooklyn,988328,163974,bcabensonhurst@gmail.com,https://bca.net/eng/childhood.html
Edith and Karl Marks JCH of Bensonhurst,,718-943-6333,7802 Bay Parkway,11214,Brooklyn,987115,160171,tatyana@jchb.org,https://jchb.org
Happy Dragon Children and Family Center,,718-439-8816,5805 7 Avenue,11220,Brooklyn,981319,171601,jane@happydragonschool.com,https://www.happydragonschool.com
Bumble Bees R Us 8,,718-633-8828,5721 6 Avenue,11220,Brooklyn,980791,172187,Jacqueline@bumblebeesrus.com,https://bumblebeesrus.com
Ring Around The Rosie,,718-492-7464,7106 13 Avenue,11228,Brooklyn,982748,166075,Ring7104@verizon.net,
Kindstart Preschool,,718-621-5382,7702 New Utrecht Avenue,11214,Brooklyn,984073,163035,kindstartpreschool@aol.com,Kindstart preschool Facebook 
Beth Jacob of Borough Park,,718-436-7300,1371 46 Street,11219,Brooklyn,987479,170870,avivahimy@gmail.com,
Bnos Chaya,,718-851-1212,4511 14 Avenue,11219,Brooklyn,987664,170821,draizy102@gmail.com,
IP Kids Montessori,,718-633-1178,850 50 Street,11220,Brooklyn,983551,172516,director50@ipkids.com,
Al Madinah School Site 2,,718-222-4986,2015 64 Street,11204,Brooklyn,988538,164029,almadinahinfo@gmail.com,https://almadinah-school.com
LPBC Day Care,,718-621-5458,7524 14 Avenue,11228,Brooklyn,982608,164657,Llv9005@msn.com,Www.lpbcupk.webs.com
Angel Early Childhood Development Center,,718-259-0888,1436 67 Street,11219,Brooklyn,984335,166178,Angeldaycare67@gmail.com,
"Yeshivat Beth Hillel of Krasna, Inc.",,718-438-3535,4315 16th Avenue,11204,Brooklyn,987964,171682,duvivogel@gmail.com,
Kiddieprise-1520 86th Street,,718-232-1936,1520 86 Street,11228,Brooklyn,981727,161849,info@purplecrayonny.com,www.purplecrayonny.com
"Little Brilliant Minds, Inc.",,718-234-6463,5916 20 Avenue,11204,Brooklyn,989023,165054,littlebrilliantminds@gmail.com,www.littlebrilliantmindsbk.com
Little Sunshine Preschool,,347-921-1815,1815 85 Street,11214,Brooklyn,983845,160708,nylittlesunshinepreschool@gmail.com,
Okie Dokie Day Care,,718-680-2618,1002 65 Street,11219,Brooklyn,981992,168708,okiedokiedaycare@gmail.com,okiedokiedaycare.com
Sweet Home Day Care Center,,718-871-4301,927 MCDONALD AVENUE,11218,Brooklyn,990640,169321,dmitriyuspenskiy@hotmail.com,
Treasure Island,,718-238-7676,347 74 Street,11209,Brooklyn,977131,169485,silbekidz@aol.com,
"Happy Scholars, Inc.",,718-256-0050,7806-08 New Utrecht Avenue,11214,Brooklyn,983999,162711,happyscholars2013@gmail.com,
"My Sunshine Kids, Inc.",,347-350-9562,928 55 Street,11219,Brooklyn,983195,171140,mysunshinekids.ecc@gmail.com,www.littlesunshinecdc.com
Little Hands and Feet School,,718-680-5437,1270 Bay Ridge Parkway,11228,Brooklyn,982011,165313,soos016@aol.com,www.littlehandsandfeetdaycare.com
Redeemer St. John's Nursery School,,718-833-7700,939 83 Street,11228,Brooklyn,978945,165235,RSJNURSERY@GMAIL.COM,https://www.rsjbrooklyn.org/
Dreamland Day Care,,718-232-8155,1379 West 7 Street,11204,Brooklyn,989388,162341,dreamlanddc@gmail.com,
Wise Kidz,,718-871-9888,5814 Fort Hamilton Parkway,11219,Brooklyn,983058,170240,wisekidzinc@gmail.com,
Athena Scholars,,718-872-7108,811 54 Street,11220,Brooklyn,982710,171932,Athena.scholars@gmail.com,
Bay One Preschool,,718-491-0468,7106 3 Avenue,11209,Brooklyn,976828,170286,BayOnePreschool@yahoo.com,bayonepreschool.com
Step Ahead Llc,,347-421-2724,7100 Ridge Boulevard,11209,Brooklyn,976088,170529,aira17@mail.ru,www.stepaheaddaycare.com
Bunny Hill,,347-560-6086,345 91 Street,11209,Brooklyn,975597,165091,BAYRIDGE@BUNNYHILLKIDS.COM,https://www.bunnyhillkids.com/
Little Sunshine Child Development,,929-333-9132,2171 68 Street,11204,Brooklyn,988694,162463,littlesunshine.cd@gmail.com,www.littlesunshinecdc.com
"New Sunflower Daycare Center, Llc",,917-485-8470,1704 Bath Avenue,11214,Brooklyn,981924,159660,sunflowerdaycarellc@gmail.com,
Brooklyn Elite Center Inc.,,718-765-9036,720 57 Street,11220,Brooklyn,981592,171716,Bkelitecenter@gmail.com,
Worldtots,,718-745-6813,6813 8 AVENUE,11220,Brooklyn,980261,168974,info@worldtots.com,www.worldtots.com
Athena Scholars,,718-872-7108,815 54 Street,11220,Brooklyn,982747,171999,cfannie1228@gmail.com,
District 20 Pre-K Center at 1258 65th Street,,718-234-4519,1258 65 Street,11219,Brooklyn,983570,167431,kfang2@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District20PKC
District 20 Pre-K Center at 1668 46th Street,,718-431-8900,1668 46 Street,11204,Brooklyn,989239,169329,Cprieto@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District20PKC
Pre-K Center at 1355 84th Street,,718-621-8510,1355 84 Street,11228,Brooklyn,981193,163156,DImbesi@schools.nyc.gov,https://www.district20prek.org
District 20 Pre-K Center at 8501 5th Avenue,,718-439-2960,8501 5 Avenue,11209,Brooklyn,977144,165850,CPitsoulis@schools.nyc.gov,https://www.District20PreK.org
District 20 Pre-K Center at 7415 Fort Hamilton Parkway,,718-567-4220,7415 Fort Hamilton Parkway,11228,Brooklyn,979897,167343,HKoutsi@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District20PKC
District 20 Pre-K Center at 140 58th Street,,718-439-2200,140 58 Street,11220,Brooklyn,978001,174150,DKoci@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District20PKC
District 20 Pre-K Center at 21 Bay 11th Street,,718-621-7930,21 Bay 11 Street,11214,Brooklyn,981971,161531,LGuzman7@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District20PKC
District 20 Pre-K Center at 2165 71st Street,,718-234-4900,2165 71 Street,11204,Brooklyn,988183,161874,jgiorgio@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District20PKC
District 20 Pre-K Center at 550 59th Street,,718-238-7760,550 59 Street,11220,Brooklyn,980240,172222,CCoscia@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District20PKC
District 20 Pre-K Center at 369 93rd Street,,929-275-3119,369 93 Street,11209,Brooklyn,975631,164481,AZafiropoulos@schools.nyc.gov,
District 20 Pre-K Center at 1423 62nd Street,,929-437-5554,1423 62 Street,11219,Brooklyn,985158,167308,EDeange@schools.nyc.gov,https://www.District20PreK.org
P.S. 90 Edna Cohen School,,718-787-3333,2840 West 12 Street,11224,Brooklyn,989819,149880,ghawkins@schools.nyc.gov,ps90.org
P.S. 095 The Gravesend,,718-449-5050,345 VAN SICKLEN STREET,11223,Brooklyn,991224,156323,JNdzibah@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k095
P.S. 099 Isaac Asimov,,718-338-9201,1120 East 10 Street,11230,Brooklyn,993722,165704,gpirrag@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k099
P.S. 100 The Coney Island School,,718-382-2760,2951 West 3 Street,11224,Brooklyn,992317,149702,21k100@schools.nyc.gov,
P.S. 153 Homecrest,,718-375-4484,1970 HOMECREST AVENUE,11229,Brooklyn,995364,158309,CSanta@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k153
P.S. 177 The Marlboro,,718-375-9506,346 AVENUE P,11204,Brooklyn,991336,160937,scaleca@schools.nyc.gov,https://www.ps177.com/
P.S. 188 Michael E. Berdy,,718-265-7580,3314 NEPTUNE AVENUE,11224,Brooklyn,984106,149472,ftudda@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k188
P.S. 199 Frederick Wachtel,,718-339-1422,1100 ELM AVENUE,11230,Brooklyn,994497,163891,21K199@schools.nyc.gov,
P.S. 209 Margaret Mead,,718-743-1954,2609 East 7 Street,11235,Brooklyn,994897,153044,FLocurc@schools.nyc.gov,
P.S. 212 Lady Deborah Moody,,718-266-4841,87 Bay 49 Street,11214,Brooklyn,988250,153341,ILiff@schools.nyc.gov,www.ps212brooklyn.org
P.S. 215 Morris H. Weiss,,718-339-2464,415 AVENUE S,11223,Brooklyn,992559,158723,ABove@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k215
P.S. 216 Arturo Toscanini,,718-645-2862,350 AVENUE X,11223,Brooklyn,992663,154348,DNeglia@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k216
P.S. K225 - The Eileen E. Zaglin,,718-743-9793,1075 OCEAN VIEW AVENUE,11235,Brooklyn,996443,150554,MCosmai@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k225
P.S. 226 Alfred De B. Mason,,718-234-4940,6006 23 Avenue,11204,Brooklyn,990693,163416,EKlein9@schools.nyc.gov,
P.S. 238 Anne Sullivan,,718-339-4355,1633 East 8 Street,11223,Brooklyn,994024,161069,hmusoff@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k238
P.S. 253,,718-332-3331,601 OCEAN VIEW AVENUE,11235,Brooklyn,994847,150547,RSmith2@schools.nyc.gov,PS253.org
P.S. 288 The Shirley Tanyhill,,718-382-2100,2950 West 25 Street,11224,Brooklyn,986399,148501,QDixon@schools.nyc.gov,http://schools.nyc.gov/schoolportals/21/k288
P.S. 329 Surfside,,718-787-3460,2929 West 30 Street,11224,Brooklyn,985385,148644,SMarbury@schools.nyc.gov,https://ps329.schoolwires.com
BAIS YAAKOV D'CHASSIDEI GUR,,718-338-5600,1975 51 Street,11204,Brooklyn,990426,166877,esmith@thejnet.com,
Bais Yaakov Academy UPK,,718-339-4747,1213 Elm Avenue,11230,Brooklyn,994745,164146,levin@byaschool.com,
Barkai Yeshivah,,718-998-7473,5302 21 Avenue,11204,Brooklyn,990677,165898,dchalom@barkaionline.org,https://Barkaiyeshivah.org
Bambi Day Care,,718-645-7010,1981 Homecrest Avenue,11229,Brooklyn,995495,158326,info@bambiacademy.com,www.bambiupk.com
HIDEC,,718-377-7507,1401 Avenue I,11230,Brooklyn,994623,167956,hidec@verizon.net,
St. Athanasius School,,718-236-4791,6120 BAY PARKWAY,11204,Brooklyn,989910,163686,dcompetello@stathanasiusacademy.org,www.stathanasiusacademy.org
St. Peter Catholic Academy,,718-372-0025,8401 23 Avenue,11214,Brooklyn,986936,158403,ctrevellian@stpeteracademy-brooklyn.org,https://stpeteracademy-brooklyn.org
THE CHEDER,,718-252-6333,129 Elmwood Avenue,11230,Brooklyn,991104,167799,upk@thechederschool.com,
Yeshiva Karlin Stolin,,718-232-7800,1801 55 Street,11204,Brooklyn,988679,166928,dstein@yks.edu,
Yeshivah of Flatbush,,718-377-4040,919 East 10 Street,11230,Brooklyn,993607,167603,agellman@flatbush.org,www.Flatbush.org
YESHIVA OHR SHRAGA,,718-252-7777,1102 AVENUE L,11230,Brooklyn,994283,165055,generaloffice@ohrshraga.org,https://ohrshraga.org
Neptune Avenue Head Start,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-332-8524,293 Neptune Avenue,11235,Brooklyn,994173,151073,neptune293@gmail.com,
NYL/WOC MIDWOOD,,718-382-1060,1520 East 13 Street,11230,Brooklyn,995048,162397,jessica.molina@yai.org,https://yai.org/agencies/nyl
PAL La Puerta Abierta,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-373-1100,3001 West 37 Street,11224,Brooklyn,987545,149559,rbhattacharjee@palnyc.org,https://palnyc.org
Bet Yaakov Ohr Sarah,,718-627-8758,1123 Avenue N,11230,Brooklyn,994613,163502,Rabbielidavid@gmail.com,
BET YAAKOV ATERET TORAH,,718-732-7770,2166 Coney Island Avenue,11223,Brooklyn,994746,159360,psoffice@ateret.net,
PAL Carey gardens,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-372-4044,2964 West 23 Street,11224,Brooklyn,987018,148546,kchase@palnyc.org,www.palnyc.org
Mazel Day School,,718-368-4490,2901 Brighton 6 Street,11235,Brooklyn,994587,151048,mazeloffice@gmail.com,https://mazeldayschool.com
BURATINO INTERNATIONAL DAY CARE,,718-368-2113,2962 Brighton 1 Street,11235,Brooklyn,993473,150264,svetauchetel@yahoo.com,https://buratinodaycare.com
Cinderella Day Care,,718-743-1841,130 Brighton 11 Street,11235,Brooklyn,995871,150512,cinderelladcc@optonline.net,http://www.cinderelladaycare.com
M.S. SUNSHINE DAY CARE CENTER,,718-648-8786,3096 Brighton 6 Street,11235,Brooklyn,994935,149503,mila2005yu@yahoo.com,
MAGEN DAVID YESHIVAH,,718-676-0215,2170 Mcdonald Avenue,11223,Brooklyn,991725,157710,Spaikin@MDYschool.org,https://http://www.magendavidyeshivah.org/
"Red Hat Day Care Center, Inc.",,718-336-1480,1317 East 15 Street,11230,Brooklyn,995420,164264,daycareredhat@yahoo.com,https://redhatdaycare.com
Sephardic Community Center,,718-627-4300,1901 Ocean Parkway,11223,Brooklyn,993771,158685,Jdkatz@scclive.org,
SHOREFRONT YM-YWHA,,347-689-1811,3300 Coney Island Avenue,11235,Brooklyn,995417,148981,kirilko@shorefronty.org,shorefronty.org
Friends of Crown Heights 6,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-372-8189,49 Avenue W,11223,Brooklyn,989171,154925,torres@foch.biz,
Shore Parkway Head Start,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-265-2359,8885 26 Avenue,11214,Brooklyn,986901,154500,sparkway8885@gmail.com,
Znayka Daycare Center,,718-333-3401,228 Avenue U,11223,Brooklyn,990965,156666,znaykaony@aol.com,daycarecenteronu.com
"Yeled V'Yalda ECC, Inc.",,718-732-7770,2166 Coney Island Avenue,11223,Brooklyn,994805,159373,cbuchman@yeled.org,https://yeled.org
Life - Coney Island,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-942-4494,2757 West 33 Street,11224,Brooklyn,984471,149969,mjordan@lifetech.org,https://lifetech.org
Family Head Start Coney Island,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-265-7760,2960 West 27 Street,11224,Brooklyn,986177,148311,west27street@gmail.com,
Yeled V? Yalda,,718-514-8928,1200 Ocean Parkway,11230,Brooklyn,992520,164995,fbomrind@yeled.org,https://yeled.org
YWCA-NYC Roberta Bright Early Learning Center,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-266-5333,3001 West 37 Street,11224,Brooklyn,983635,147991,mbittrolff@ywcanyc.org,pal yc.org
Congregation Yeshiva Bnei Torah,,718-475-1200,1571 55 Street,11219,Brooklyn,989293,165298,mosdosybt@gmail.com,
Yeshivat Darche Eres,,718-645-1256,325 Avenue Y,11223,Brooklyn,988930,157302,Adouek@ydeschool.org,
BUTTERFLY DAY CARE CENTER,,718-646-6272,2770 East 16 Street,11235,Brooklyn,997337,152095,sgontchar@yahoo.com,https://www.facebook.com/butterflychildcarecenter/
Sunshine Center of Coney Island,,718-996-7200,2929 West 31 Street,11224,Brooklyn,985130,148137,Lourdy@sunshinenewyork.com,www.sunshinenewyork.com
Gold Material Montessori School,,718-253-2552,105 Kings Highway,11214,Brooklyn,987606,160196,maksim@goldmaterial.com,www.montessorischoolnyc.com
Dezzenterprise LLC,,917-207-2438,3524 Neptune Avenue,11224,Brooklyn,983726,149443,info@dezzenterprise.com,https://www.dezzenterprise.com
IP Kids,,718-621-7818,2631 86 Street,11223,Brooklyn,988589,156579,ipk.montessori@gmail.com,
"Ronomoza, Inc. / The Learning Experience",,718-627-7340,412 Kings Highway,11223,Brooklyn,991295,159431,brooklyn@tlecorp.com,https://www.thelearningexperience.com/our-centers/ny/brooklyn/brooklyn
"Circle, Triangle, Square Daycare, Inc.",,718-373-2234,2720 86 Street,11223,Brooklyn,989394,155744,shwnisaac@dmiprep.com,www.dmiprep.com 
Neshama Preschool,,718-946-9833,723 Avenue Z,11223,Brooklyn,993304,153043,NeshamaPreschool@gmail.com,www.NeshamaPreschool.com
ABC PLUS,,347-702-6868,1018 Banner Avenue,11235,Brooklyn,995544,151828,abcplus45@gmail.com,www.abcplusdaycare
Learn and Explore,,718-513-3600,330 Neptune Avenue,11235,Brooklyn,993934,150819,info@learnandexplore1.com,www.learnandexplore1.com
Little Scholars Learning Center,,917-774-6505,52 QUENTIN ROAD,11223,Brooklyn,988502,159761,Littlescholarsnyc@gmail.com,Www.littlescholarsnyc.com
Wonderland P.A. LLC,,718-332-0500,1018 AVENUE Y,11235,Brooklyn,995399,153981,wonderlandcare@gmail.com,www.wonderlandpsa.com
Little Scholars II,<b>Note:</b> Students who have a home language other than English will have priority after all current students are admitted. ,917-774-6505,448 NEPTUNE AVENUE,11224,Brooklyn,992545,150381,Littlescholarsnyc@gmail.com,Www.littlescholarsnyc.com
Sarah Winner Daycare,,718-946-9833,29-97 Ocean Parkway,11235,Brooklyn,993251,149815,NeshamaPreschool@gmail.com,www.NeshamaPreschool.com
Bam Bam'S Playhouse,,718-696-8677,714 Banner Avenue,11235,Brooklyn,995143,151756,bam.bams.daycare1@gmail.com,bam.bams.daycare1@gmail.com
Tiny Bumblebees,,718-975-3232,2848 Brighton 7 Street,11235,Brooklyn,994744,151313,tinybumblebees@gmail.com,
Neshama Preschool-431 Avenue P,,718-946-9833,431 Avenue P,11223,Brooklyn,992166,161150,NeshamaPreschool@gmail.com,www.NeshamaPreschool.com
KINGS POINTE TALENT INC.,,718-232-8686,1457 WEST 5 STREET,11204,Brooklyn,989985,162128,kptpreschool@gmail.com,https://http://www.kingspointetalent.com/
Little Pickles Daycare Center II,,718-676-1725,2167 Coney Island Avenue,11223,Brooklyn,994998,159430,littlepicklesbrooklyn@gmail.com,
Wave Childcare Inc.,,917-774-6505,104 West End Avenue,11235,Brooklyn,997131,150190,Littlescholarsnyc@gmail.com,Www.littlescholarsnyc.com
Brooklyn's Daily Discovery Pre-K Center at 2202 60th Street,,718-621-6270,2202 60 Street,11204,Brooklyn,990313,163782,Ewojtal@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District21PKC
Brooklyn's Daily Discovery Pre-K Center at 1215 Avenue X,,718-368-8660,1215 Avenue X,11235,Brooklyn,995767,154989,KMcdonough2@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District21PKC
